"ID","Project","Connextra","Acceptance Criteria"
"223","B","As a user, I would like to check and submit my conference order.","* Confirmation page shows selected conference
* Sidebar has the areas participant, billing address & payment method
* Return is possible or not possible depending on the point as described above
* Note to the shop owner can be transmitted
* Payment selection triggers corresponding workflow when clicking on ""Order with obligation to pay""
* Calculation of totals depending on price selection
* Order is transmitted to the shop owner
"
"225","B","As a user, I would like to be able to find linked series titles from a detail page.",""
"227","B","As a user, I would like to see related products for a title on the title details page.","* Display of related products on the title detail page
* Marking in the backend
* Customisation of the breadcrumb
"
"229","B","As a logged in user, I would like to send a price enquiry for titles without a price.","* ""Request price"" button for titles without price for logged-in users 
* Form as overlay 
* Consider responsiveness! 
* Pre-filled form text 
* Send mail with all necessary information to configured recipient 
* Always hide shopping cart button 
* A message is displayed for users who are not logged in (possibly with a link to registration) 
* Feedback to the user"
"231","B","As a user, I would like my selected payment method to be transmitted correctly to the ERP system.","Replace the values:* Invoice 1
* Bank transfer 11
* Credit card 3
* Prepayment 12
* Payment in shop 13
"
"233","B","As a user, I only want to use the payment methods in the webshop that I am authorised to use.","* Limitation of payment methods in the checkout
* Consideration of the value ""payment method"" for the user
* The payment method transmitted by ERP should be saved in the user profile
* If ERP is not available, the settings stored in the user profile are used
"
"235","B","As a user, I only want to use the shipping method in the webshop that I am authorised to use.","* Transmission of the correct value when sending the order
* Selection of a ""courier"" option for delivery route = 80
"
"237","B","As an administrator, I want to see all orders from the web shop.","* There is a searchable and sortable list with all orders of the past 6 months
* This list is protected by a login
* The status ""transmitted to ERP"", ""Transmission pending"" and ""Manually accepted"" is displayed.
* This status can be changed manually.
* This list is based on the existing ERP Queque
* A searchable and sortable list of all orders from the last 6 months is available
* This list is protected by a login
* The status ""Transmitted to ERP"", ""Pending transmission"" and ""Manually accepted"" is displayed.
* This status can be changed manually.
* This list is based on the existing ERP queue
"
"238","B","As an admin user, I would like to see a user list of users registered in the web shop and be able to delete users.","* A searchable and sortable list with all users of the web shop is available
* This list is protected by a login
* A user can be deleted from the system using an action button
* A searchable and sortable list with all users of the web shop is available
* This list is protected by a login
* A user can be deleted from the system using an action button
"
"239","B","As an administrator, I want  to configure the possible shipping costs for the web shop.","* These setting options are available on a page secured by login
* The matrix shown above can be maintained. The prices, minimum order value and availability must be stored here
* The settings must be used in the shopping basket
* The shipping costs must be transferred to the ERP (check whether the interface allows this)
"
"240","B","As a user, I would like to see a note on the shipping cost page if there are magazines in the shopping cart.","* If there is at least one magazine in the shopping cart, a corresponding message is displayed.
"
"241","B","As an administrator, I want  to maintain an information page about shipping costs.","* A page on shipping costs should be maintained via the CMS
* This can be called by the user via the footer
"
"245","B","As an admin, I want a defined ranking order in the search results.","* The search should observe the desired ranking rules
"
"247","B","As a user, I would like to see the update cycle for online products.","* Possibility of maintaining the update cycle for online products
* Display of the update cycle on the website
"
"249","B","As an administrator, I want to publish public title-lists.","* Administrators can generate public wishlits by adding isbns to this list
* Administrators can choose if an after search is displayed or not
* An unique URL is generate and the wishlist can accessed by this URL
* The URL should not be to long
* A function is available for administrators to create title lists according to ISBNs
* Furthermore, it can be set for each list whether an AfterSearch is output or not
* These title lists can be accessed via a unique URL
"
"250","B","As a user, I would like to be able to order  online titles using a form.","* For online titles, no shopping basket button is displayed, but a link that opens a form.
"
"252","B","As a user, I would like to be able to continue using the URLs to the product detail pages of the old shop.","* When an old product URL is called up, the corresponding title details page should also be called up.
"
"254","B","As a user, I would like to see a note on the shipping cost page if there are magazines in the shopping cart.","* If there is at least one magazine in the shopping cart, a corresponding message is displayed.
"
"255","B","As an administrator, I want  to configure the possible shipping costs for the web shop.","* These setting options are available on a page secured by login
* The matrix shown above can be maintained. The prices, minimum order value and availability must be stored here
* The settings must be used in the shopping basket
* The shipping costs must be transferred to the ERP (check whether the interface allows this)
"
"700","B","As a  user, I would like to be able to search for titles using ISBN lists so that I don't have to enter these titles manually in the search.","* The ISBN list can be inserted by copy and paste. 
* The field can be cleared using the ""Reset"" button. 
* The ISBN search is spelling-tolerant - ISBNs can be separated by hyphens. 
* A list of ISBNs that were not found in the database during the search is displayed"
"701","B","As a user, I would like to be able to re-sort the hit list to make it easier to identify titles in sets of hits.","* The above sorting criteria can be selected in the hit list and directly influence the hit list after selection
"
"703","B","As a user, I want to be able to log into the system and find the functions that are assigned to my role.","* Login button available in the header
* Query of user name/email and password.
* Cursor jumps to the user name field after the login button has been clicked
* Successful login is confirmed.
* The login button becomes the logout button.
"
"704","B","As a user, I would like to be able to log out of the system.","* Logout button is available after successful login.
* Logout button/area is personalised with user data.
* Successful logout is confirmed.
"
"725","B","As a user, I would like to filter search results later in order to refine the search.",""
"727","B","As a user of the website, I would like to see the current price and all available cover types for a title at a glance.",""
"728","B","As a user, I do not want any archived products to be displayed in the search results.",""
"729","B","As a user, I would like to access the website via HTTPS.",""
"731","B","As a user, I would like to recognise whether the article is already on a wishlist by highlighting it visually.","* If an item is already on a watch list, the icon is displayed next to the corresponding watch list. This is only visible after you have opened the watchlist button.
* Is displayed on the following pages:
+ Details page
+ Search result
"
"732","B","As a user, I want to save a complete search result as a wishlist.",""
"733","B","As a user, I would like to enter notes in wishlists.","* In the watch list, ""Add note"" incl. ""Plus icon"" is displayed for each item
* Clicking opens a text field in which text can be entered
* When leaving the input field, I finish the input and the note is saved
* Saved notes are displayed with [username]: [note text]
* Saved notes are displayed one below the other (newest at the top)
* The add button is displayed below the notes
* Saved notes are displayed with an ""x"" at the top right
* Click on ""x"" to delete the existing note
"
"734","B","As a user, I would like to send my wish list by e-mail and thus share it.","* Click on ""Send by e-mail"" to open the standard mail program 
* The subject is preset with: Watchlist [watchlist-name] from [user-firstname] [user-surname] 
* The body is preset with: Here is my watchlist [watchlist-name]:[link] (The link is valid for 2 weeks.) "
"735","B","As an unlogged-in user, I would like to be able to open a wishlist received as an e-mail.","* Logged-in user: Clicking on the link opens the watch list.
* User not logged in: A dialogue window opens above the watch list
+ Click on ""View the watch list as a guest:
- The watch list can be viewed with limited functionality
- The left-hand column shows a login option

+ Click on ""Log in now"": the login window opens and the watch list can be used without restrictions after logging in
"
"736","B","As a logged in user, I would like to share a wishlist by generating a link.","* Click on ""Copy link"" to generate a link 
* The generated link is copied to the clipboard 
* A toast message with ""Link copied to clipboard"" appears"
"737","B","As a user, I would like to trigger the Aftersearch search directly by selecting an element without having to click Apply filter.","* The ""Apply filter"" button is no longer available.
* After selecting a checkbox, the search is triggered and the results list is displayed.
* The reduced aftersearch selection remains on the left.
* Click on ""Reset filter"" to reset the filter and display the original or new search result.
* If, for example, an availability is clicked on, all non-matching availabilities are removed on reload.
"
"738","B","As a user, I would like to return a copy of a wishlist I have received by e-mail.","* A received watch list contains the button ""Send back watch list"" in the header
* Click on ""Send back watchlist"" to open the standard mail programme
* The subject is pre-assigned with: Feedback [name of watchlist]
* The body is preset with: Here is my feedback on [name of watchlist]
* [Link to the new watchlist]
"
"739","B","As a TRS user, I would like to be able to maintain author info and image in the contributor composite.",""
"740","B","As a customer, I would like to register as a private user in the webshop.","* The user must enter at least the mandatory fields for successful registration
* The user will be notified if he forgets to enter mandatory fields.
* The user must confirm the e-mail address
* The user is logged in after confirmation.
* The user can log in and out with his data as soon as the e-mail has been confirmed
* All data is saved in order to send it to ERP when an order is placed (or when registering with advertising consent).
"
"741","B","As a user, I would like to register as an authority in the webshop.","The user must enter at least the mandatory fields for a successful registrationThe user will be notified if he forgets to enter mandatory fields.
The user must confirm the e-mail addressThe user is logged in after confirmationThe user can log in and out with his data.  
All data is stored in order to send it to ERP when an order is placed (or when registering with advertising consent).  
"
"742","B","As a user, I would like to register as a company in the webshop.","* The user must enter at least the mandatory fields for successful registration
* The user will be notified if he forgets to enter mandatory fields. 
* If Country = Switzerland or Liechtenstein then UID is a mandatory field  
* The user must confirm the e-mail address
* The user is logged in after confirmation.
* The user can log in and out with his data.  
* All data is stored in order to send it to the merchandise management system when an order is placed (or when registering with advertising consent)."
"743","B","As a logged-in existing customer, I would like to use","* Discounts are displayed at item level
* Customisation applies to shopping cart and checkout
* Summary shows correct amounts
* If no discounts are returned because the title does not yet exist in the NTX, no discounts are shown for this title either
"
"744","B","As a user, I would like to be able to delete created wishlists within the wishlist management.","* In edit mode, the trash icon including the text ""Remove"" is visualized. 
* Click on the icon or the text to delete the watch list"
"745","B","As a customer, I would like to be able to transfer the entire contents of my wish list to a shopping basket.","* After clicking on ""Add all items to shopping cart"" you will be redirected to the shopping cart. 
* All items on the watch list are in the shopping cart 
* All items remain on the watch list"
"746","B","As a user, I would like to be able to sort my wishlist.","* When opening the watch list, the sorting ""Date added descending"" is selected by default 
* Clicking on ""Title A-Z"" sorts the titles alphabetically from A to Z 
* Clicking on ""Title Z-A"" sorts the titles alphabetically from Z to A 
* Click on ""Price ascending"" to sort the titles from the cheapest to the most expensive 
* Clicking on ""Price descending"" sorts the titles from the cheapest to the most expensive 
* Click on ""Date added ascending"" to display the most recently added titles last 
* Click on ""Date added descending"" to display the most recently added titles first"
"747","B","As a user, I would like to be able to browse through my wishlist.","* Paging is displayed in the watch lists for more than 10 tracks
* Scrolling works without deleting data
"
"748","B","As a logged in user and guest buyer, I would like to add the title to the shopping basket when I click the button.","* Items can be added to the shopping basket via ""Add to basket""
* If the item has been transferred or is already in the shopping cart, the button is displayed in a different colour with the text ""In shopping cart""
* Clicking on the button takes the user to the shopping basket
* The total price in the shopping basket is updated
* The totaliser is updated
"
"749","B","As a user, I would like to be able to view all the titles in my shopping basket and change the sorting of my shopping basket.","* When opening the shopping basket, the sorting ""Date added descending"" is selected by default
* Clicking on ""Title A-Z"" sorts the titles alphabetically from A to Z
* Clicking on ""Title Z-A"" sorts the titles alphabetically from Z to A
* Clicking on ""Price ascending"" sorts the titles from the cheapest to the most expensive
* Clicking on ""Price descending"" sorts the titles from the cheapest to the most expensive
* Click on ""Date added ascending"" to display the most recently added titles last
* Click on ""Date added descending"" to display the most recently added titles first
"
"750","B","As a user, I would like to see in the shopping basket which elements make up the total amount shown.","* The total is displayed in a box in the shopping basket
* The net total is displayed
* The various VAT components are listed separately
* The gross total is displayed
* If the shopping basket is changed, the prices are updated
"
"751","B","As a user, I would like to be able to see an overview of the contents of my shopping basket at any time.","* The totaliser shows the items in the shopping basket.
* If the shopping basket is empty, no red circle with a number is displayed, only the shopping basket icon.
* If the contents of the shopping basket are changed, the totaliser is updated.
* Limit case: If > 99 alternative display: ""99+""
"
"752","B","As a corporate customer, I would like to enter my individual order note for each item in the shopping basket so that these are shown on the invoice.",""
"753","B","As a shop user, I would like to be able to enter, edit and select billing addresses in the order process so that I can specify them for each order.","* If no billing addresses have been entered yet, I have the choice between ""Identical to delivery address"" and ""Add new address"" _x000D_
* I can enter a new address via ""Add new address"", which is then preselected for the order _x000D_
* There is a selection option for addresses that have already been entered "
"754","B","As a shop user, I would like to be able to enter, edit and select delivery addresses in the order process so that I can specify them for each order.","* If no delivery addresses have been entered yet, I have the option of entering an address via ""Add new address"".
* I can enter a new address via ""Add new address"", which is then preselected for the order
* There is a selection option for addresses that have already been entered"
"756","B","As a user, I would like to enter an order note for each item in the shopping basket so that I can see this information later on my invoice.","* One input field for the order note is displayed per item
* ""Order note visible on invoice"" is displayed as placeholder text (is not transmitted)
* When entering in the input field, the placeholder text is removed and you can enter your own text
* The character length is limited to 40 characters
* The entry is saved if the focus is lost
* If the shopping cart is reloaded, the order notes already entered are displayed again
* If the text is deleted, the placeholder text is displayed again

Translated with DeepL.com (free version)"
"757","B","As a user, I would like to see a summary of the shopping basket in the order overview so that I can check it before sending it.","* The headline ""Check order"" is displayed
* All items placed in the shopping basket are displayed
* All information per item is displayed, e.g.
+ Author
+ Title
+ ISBN
+ product type
+ Quantity (readonly)
+ price
+ availability
+ order note [as label, if set or also for entering]

* The total price including calculations is displayed below the WK
* Pre-orderable items are not listed here
"
"759","B","As a user, I would like to be able to change the order quantity per item in the shopping basket in order to increase or reduce the quantity.","* The quantity is displayed in an input field for each item 
* By default, an item is displayed with the quantity 1 
* The quantity can be changed in the input field 
* The input field only accepts numerical values > 0 
* If the value in the input field is deleted, the default value 1 is displayed again 
* The total amount is recalculated 
* Click on ""+"" to increase the number by 1 
* Clicking on ""-"" reduces the number by 1 
* If the shopping cart is reloaded, the last entered values are displayed again"
"760","B","As a user, I would like to delete an item in the shopping basket in order to remove it from the shopping basket.","* One ""Remove item"" button is displayed for each item
* Click on ""Delete"" to remove the item from the shopping cart"
"761","B","As a user, I would like to move an item in the shopping basket to a wishlist in order to remove it from the shopping basket and save it for later.","* A ""Move to watchlist"" button is displayed for each item
* By clicking on ""Move to watchlist"", the item can be moved to an existing or new watchlist according to the existing selection logic.
* The moved item is removed from the shopping basket (regardless of the quantity)
* Total price calculation is retriggered
"
"762","B","As a user, I would like to be able to see the availability per item to know if or when an item is available.","* one of 3 traffic light colours for availability is displayed below the price information
* The availability is displayed as text to the right of the traffic light colour.
* Additional information, such as availability date, is displayed in a second line, possibly with a break
"
"763","B","As a user, I want to be able to see at any time where I am in the ordering process and what else awaits me.","* Wizzard Step 1 opens as a user who is not logged in
* After successfully logging in, Wizzard Step 2 opens
* If the delivery address and shipping method have been selected correctly, clicking on ""Next"" opens Wizzard Step 3
* If the billing address and payment method have been selected correctly, Wizzard opens Step 4
"
"764","B","As a user, I would like to have a summary of the data at header level in the order overview in order to recognise which details have been entered.","* The data is displayed in a column to the right of the WK articles
* All recorded information is displayed in the following order
+ Delivery address
+ Shipping method
+ billing address
+ order reference
+ payment method
+ Vouchers & discounts (if recorded)

* A ""Change"" button is displayed for each category.
* Clicking on Change takes you to the appropriate place in the wizard for editing
"
"765","B","As a user, I would like to be able to view the shopping basket in order to send it.",""
"767","B","As a guest user, I would like to have a choice between register, log in or guest order when submitting a shopping basket in order to personalise the order.","* Click on order to open the wizard in Step 1
* The fields for registration are available
* Click on ""Login"" (with valid user data) to open Wizzard step 2
* Click on ""Guest order"" to open Wizzard step 2
* Click on ""Register"" to open the register page
* After clicking on ""Submit"" within the registration (with valid user data), Wizzard step 2 is opened
"
"768","B","As a user, I would like to be able to enter, select or change a delivery address in order to have the item delivered to a defined address.",""
"769","B","As a user, I would like to be able to select a shipping method to determine shipping costs and delivery service.",""
"770","B","As a user, I would like to be able to enter, change or select an invoice address in order to address the invoice separately.",""
"771","B","As a user, I would like to be able to select a payment method.",""
"772","B","As a user, I would like to be able to enter a general order note.","* Max length 40 characters will be validated
* No mandatory field
* Position: Order completion page between positions and summary
* Persistence (save on order completion)
* Saving the order note at item level
"
"777","B","As a user, I would like to be able to see where I can pick up an ordered item.",""
"778","B","As a user, I would like to be able to use a slider preview of existing images to get an enlarged view.","* Click on ""Enlarge images"" to open an overlay
* The pager (X of X) is displayed
* Clicking on ""<"" scrolls backwards (for example, image 5 of 5 is opened with an initial call)
* Click on "">"" to scroll forwards (after the last image, the system starts again at image 1)
* Click on X to close the view
"
"779","B","As a user, I would like to be able to use the shop in the most common current browsers so that I can place my order without any problems.",""
"780","B","As a user, I would like to see existing reviews in the article detail page to get an impression of the article.","* if reviews are available, they are displayed at the bottom of the list
* if no reviews are available, the display is omitted
"
"781","B","As a user, I would like to see existing reviews in the article detail page to get an impression of the article.","* if reviews are available, they are displayed at the bottom of the list
* if no reviews are available, the display is omitted
* Mark the corresponding entry in the backend: (shop) if information is displayed on the details page
* Compare line height with the designs
"
"782","B","As a user, I would like to see existing classifications in the article detail page to be able to categorise the article better.","* if classifications are available, they are displayed as the penultimate item in the list
* If no classifications are available, the display is omitted
* Codes are not displayed
* The order of the classifications is: custom, subject (content & addition), WGS, keywords
* It is clear from which classification a value is from
* Display in full width, one below the other
* Display of selected subject area with tree structure up to the top node (path is still comprehensible)
* Note loading times for many subject areas!
"
"784","B","As a user, I would like to see existing author information on the article detail page.","* if author information is available, it is displayed as the third last item in the list
* if no information is available, the display is omitted
"
"785","B","As a user, I would like to see existing videos on the item detail page.","* if videos are available, they are displayed as the fourth-last item in the list
* If no videos are available, they are not displayed
* Mark the corresponding entry in the backend: (shop) if information is displayed on the details page
"
"786","B","As a user, I would like a customised display of the product information.","* Information is displayed according to the screen, if available
* Check font types and spacing
* Display of all ONIX fields & other wordings in German
"
"787","B","As a user, I would like to have a customised display of the product information so that it is clearly arranged.","* Info is displayed according to the screen
* Info is displayed if it is maintained
* Spacing is standardised
* Block display is standardised between the title detail pages: no visual ""jump"" when changing from differently maintained content
* ONIX codes A01 are displayed as authors above the title (all others are listed at the bottom of the detail page)
* A maximum of 2 or 3 lines of authors are displayed. The rest is dotted out
"
"788","B","As an NBSL and/or  user and would like to have a report on a monthly basis of the titles already keyworded by NBSL in order to be able to use this for accounting purposes.",""
"789","B","As an NBSL and/or  user and would like to have a report on a monthly basis of the securities already classified by NBSL in order to be able to use it for accounting purposes.",""
"790","B","As a user, I would like to request a new password when I am not logged in.",""
"793","B","As a user, I would like to have my email checked before it is used for registration to check whether it is already circulating on the net.",""
"794","B","As a user, I would like links to have further content and information on an article so that I can select these separately.","* Information is displayed according to the screen
* Display of reading samples: Image which is entered in the TRS under Media data 23 - Image: sample content (Translate: ""Image: reading sample""!) or document which is maintained under Additional information 23 - Reading sample (shop labelling!)
* Display of content: Image which is entered in the TRS for media data 22 - Image: table of contents (Translate: ""Image: table of contents""!) or document which is maintained under Additional information 04 - Table of contents (shop labelling!)
"
"795","B","As a user, I would like to be offered a print function so that I can use the browser's print function.","* The ""Print page"" icon is displayed
* Click on the icon to open the browser's print menu
* The cover is displayed smaller than it currently is
* All text areas are displayed
* Buttons do not necessarily have to be displayed"
"796","B","As a user, I would like to receive a separate confirmation message after completing the order.","* Success message as a separate page after successful order completion
"
"797","B","As a user, I would like to see in the shopping basket which elements make up the total amount shown.","* The total is displayed in a box in the shopping cart
* The net total is displayed
* The various VAT components are listed separately
* The gross total is displayed
* If the shopping cart is changed, the prices are updated"
"798","B","As a shop user, you would like to see additional information on the start page in order to have an overview of the advantages of the shop.","* The four columns are displayed with the wording used in the screen
* The graphics are also displayed according to the design
* The area is only displayed on the home page
"
"801","B","As a TRS user, I would like to have a sorted selection in the dropdownAdditional information > Text typethe most frequently used fields should be displayed (translated) at the top as the first elements in the dropdown.",""
"802","B","As a shop user, I would like to be directed to a landing page when I click on the main menu item Legal to get a topic-specific page with a submenu.","* Click on Right to open the landing page
* The account areas are arranged according to the design
* The breadcrumb forms the path ""Home > Legal""
* Tree is integrated
* Tree is searchable via text field and filters down to input
* Click on sheet of the upper levels opens subcategories if available
* Clicking on the leaf at the lowest level leads to the search with corresponding filtering
* Search is carried out specifically according to the selected classification, not according to parent codes
* The basis for the tree structure is the custom classification ""Law""
* The tree is loaded automatically and is not maintained editorially
* The tree can have a depth of up to 8 nodes
* Longer lists can be searched via scrollbar
"
"803","B","As a shop user, I would like to have a submenu displayed on the landing page right as a hierarchical tree in order to be able to select articles more clearly.","* The submenu is displayed according to the classification schema.
* All elements are collapsed internally at root level
* Clicking on a category expands the child elements
* A scrollbar is available for longer entries
  
"
"805","B","As a shop editor, I would like to be able to generate advertising blocks to draw attention to certain promotions and offers.","* An advertising block is displayed as an example on the ""Legal"" page (with copied texts)
* Clicking on the link takes me to a freely selected page in my own tab
"
"806","B","As a shop user, I would like to be directed to a landing page when I click on the main menu item Taxes to get a topic-specific page with a submenu.","* Click on ""Taxes"" to open the landing page
* The account areas are arranged according to the design
* The breadcrumb forms the path ""Home > Taxes""
* Tree is integrated
* Tree is searchable via text field and filters down to input
* Clicking on the upper level sheet opens subcategories if available
* Clicking on the leaf at the lowest level leads to the search with corresponding filtering
* Search is carried out specifically according to the selected classification, not according to parent codes
* The custom classification ""Taxes"" forms the basis for the tree structure
* The tree is loaded automatically and is not maintained editorially
* The tree can have a depth of up to 8 nodes
* Longer lists can be searched via scrollbar
"
"807","B","As a shop user, I would like to have a submenu displayed as a hierarchical tree on the taxes landing page in order to be able to select items more clearly.","* The submenu is displayed according to the classification schema.
* All elements are collapsed internally at root level
* Clicking on a category expands the child elements
* A scrollbar is available for longer entries
  
"
"809","B","As a user, I would like to see detailed information when I click on a conference I have found in order to find out more.","* Detail page with
+ cover, category
+ Media if maintained + Print page next to it
+ Details: address, time (period)
+ contact persons are left out
+ Conference organiser
+ Other date options will be left out for now
+ Description
+ Programme
+ Price panel: Show normal price & reduced price if applicable
+ Availability: ""Grey - availability unknown""
+ Seat reservation as specified above
"
"810","B","As a customer, I would like to receive an invoice on which all titles are shown in euros.",""
"811","B","The last step in the ordering process is the mobile order overview.","* Edit order note
* Display of selected address & shipping & payment information
* Grouped display of items that can be pre-ordered
* Totals overview & trigger order
* Forwarding to order confirmation page
"
"813","B","As a user, I would like to be notified if I am editing a title and unintentionally close the tab.",""
"815","B","As an administrator I want to use an HTML-Editor to format texts for Titles.","* Instead of the multiline textbox an HTML Editor should be integrated in Section ""additional information"" for the textfield
* The TextFormat should be set to HTML (02)
* The Devextreme HTML-Editor should be used"
"816","B","As a user, I would like to access the  E-Book Store via the main menu.",""
"817","B","As an administrator I want to add ""Aktualisierungszyklus"" (update cycle) to Online-Products.","* An text-field has to be added to the section ""Hauptdaten"" is ProductType is ""Online"". Label: ""Aktualisierungszyklus""
* If this textfield is filled, it has to be disyplayed on the title detail page with Label ""Aktualisierungszyklus"" (see red marker)

"
"818","B","As an user I want to order Online-databases via form.","* Titles with Format ""online database"" (DH) have no add to cart-Button
* Instead they have the a button ""request price quote""
* By clicking this button a Form is opened to get in contact with the merchant."
"819","B","As an user I want to order Online-databases via form.","* Titles with Format ""online database"" (DH) have no add to cart-Button
* Instead they have the a button ""request price quote""
* By clicking this button a Form is opened to get in contact with the merchant."
"822","B","As a webshop user, I would like the subscription price to be displayed.","The subscription price should disappear automatically after the expiry dateThe subscription price should appear in the order email addressThe subscription price should appear in my orders (compare design at checkout)
"
"823","B","As a webshop user, I would like the subscription price to be displayed on the details page.","If a title has a special price, this will be displayed.  
The special price is shown in the order e-mail address
The special price should appear in my orders.  
"
"824","B","As a webshop user, I would like to have the graduated prices displayed on the detail page.","* If the title has graduated prices, they are all displayed.  
* The selected graduated price is shown in the order email address
* The selected graduated price is shown in my orders"
"826","B","As a webshop user, I want to be able to copy any ISBN, wherever I find it in the shop, with one click.",""
"827","B","As a user, I want to be able to delete wishlists that I received by link from other users.",""
"828","B","As a user I would like to be notified when I have received a permission and when a video has been uploaded for my course.",""
"829","B","As a user, I want to buy on-demand items immediately.",""
"830","B","As a user I would like to filter meetings by type.",""
"831","B","As a  user, I would like to have the orders of ""on-demand videos"" and ""webinars"" in the Shopadmin event table.",""
"99","C","As a logged in B2B user with permission for libraries I want to see my own inventory articles in the search preview.","- Display of the first 4 hits. first without prices
- ""Show all stocks""
- Linking by clicking on link in ""all stocks"" with restriction on search
- The search of the DEVExpress table must contain the search word
- Search term must be marked by highlighting."
"100","C","As a logged in B2B user, I want to have permissions for ""Bestände"" (stocks).","If right ""Bestände ansehen"" is set the menu ""Bibliothek"" is shown, but not the entry ""Wareneingang"".If right ""Bestände berarbeiten"" is set menu ""Bibliothek"" is shown.If right ""Wareneingang"" is set menu ""Wareneingang"" is shown.  
"
"101","C","As a logged in B2B user, with permission for ""Bibliothek/Wareneingang"" I want to have a tile with new incoming deliveries.",""
"103","C","As a logged in B2B user, I want to enter an EAN/ISBN in the order form which is not in the catalogue.","1. Enter 978-3-406-72500-5 -> article ""Palandt, Bürgerliches Gesetzbuch"" must be found and it must be possible to enter a note (""Hinweis"" and ""Abobeginn""). ""Abobeginn"" only for journals.   
2. Enter 9786321547895 -> no article should be found and the number continues to be displayed. All fields can be edited.
3. The new tooltip text is shown, when hovering above the fields which cannot be edited.4. Enter 0341-1915 -> ""Abobeginn"" should be displayed and active.   

"
"104","C","As a logged in B2B customer admin I want to edit individual fields for my ""Bibliothek"" (stocks) -> ""Feldpflege"".",""
"105","C","As a logged in B2B admin I want to create users without a salutation to have general users.","* Show selection list with empty entry.
* Salutation could be empty for creating and editing users.  
* Default is ""Ms."".  
"
"106","C","As a logged in B2B user I want to change the order of the entries in the left flyout menu to optimize my workflows.",""
"107","C","As a logged in B2B user I want to have a confirmation dialogue before resetting the list to the basic settings.","* Click on ""reject changes"" sets the list back to basic settings.
* Click on ""save changes"" opens the right flyout navigation to save the list.  
"
"108","C","As a user I want to see and order only E-Books on .de/Business/SOL4 which are available.",""
"109","C","As a B2B user, I only want to see order fields which I have edited in the order confimation e-mail.",""
"111","C","As a B2B user I want to see net or gross values as configured for my customer.",""
"112","C","As a punchout user with the right ""punchout"" I want to see and order products with obligation acceptance.","- listed in OrderConfirmation- after ""Senden"" --> StatusCode = ""WS""- after delete in Basket, reload of DevExtreme list --> item must listed again"
"113","C","As a logged in B2B user I want to change the order of readers in existing reader lists.",""
"114","C","As a logged in administrator I want to set ""Rechnungsadresse"" and ""Lieferadresse"" for a user in ""Nutzer verwalten"" to restrict the access.","If the restriction for one or more invoice or delivery addresses is set, only the orders, receipts and statistics for this addresses are shown in DevExtreme lists, tiles, shopping cart and user settings."
"116","C","As a logged in B2B user (incl. punchout) I want to have a tile with the products with obligation acceptance.","A tile can be added to the dashboard.  
If number is ""0"" links are deactivated.If number is > 0 the links are activated and pointing to cart.  
  
"
"117","C","As a logged in B2B administrator I want to set gross or net values for customers in ""Kundeneinstellungen"".","If the switch is not activated show net prices in the whole system. See list in user story 17363.  
"
"118","C","As a logged in B2B administrator I want to have the right to set ""Preisdarstellung"" (prices) for customers.","If the right is set the entry ""Preisdarstellung"" is displayed.If the right is not set the whole entry ""Preisdarstellung"" is not displayed.If the right is set the user with permission can change the switch control button to inactive.  
"
"119","C","As a logged in IT Admin I want to find and edit all B2C users.",""
"122","C","As a logged in B2B user I want to have order confirmations as a default.",""
"123","C","As a logged in B2B user I want to filter more than one ""Verlag"" (publisher) in lists.",""
"124","C","As a logged in B2B user I want to enter an EAN/ISBN in the order form which is not in the catalogue without validation message.","1. Enter 9786321547895 -> no article should be found and the number continues to be displayed. All fields can be edited.2. The red validation text ""ISBN nicht gefunden"" is not displayed any more

"
"125","C","As a B2B user I want to see net or gross values as configured for my customer.",""
"126","C","As a punchout-user, I want to order bundle-titles in basket splitted for VAT differences all over the system.","* Bundles can only ordered together.
* It should not be possible to delete only one part of bundles
* It should not be possible to change the amount for only one part of bundles
* If the print part is deleted the online part is also deleted
* changing the amount of print part also changes the amount of the online part"
"127","C","As a punchout-user, I want to have splitted information for the VAT prices on position level.",""
"128","C","As a logged in B2B user with permission I want to have a column ""Leserliste"" in ""Aufträge"" lists for journals and sequels.","Test on staging:Customer: 14024540
Order number:"" 1697690 with reader list""Order number:""   
"
"129","C","As a punchout-user, I want to order bundle-titles in basket splitted for VAT differences for obbligation acceptance.",""
"130","C","As a logged in B2B user I want to send my notes for ""Auftragstyp: Abonnement"" (subscriptions) to the responsible  branch ""Abo"".",""
"134","C","As a logged in B2B user with permission I want to search and filter my journals and sequels for readers.",""
"137","C","As a logged in B2B user with permission for libraries I want to create new titles with information from catalogue.",""
"138","C","As a logged in B2B user with permission I want to have a link to the detail view of my library articles in the search preview.",""
"139","C","As a logged in B2B user I want to have only one order label as a default.",""
"140","C","As a logged in B2B user I want to see shares that are distributed among different cost centers - column ""Kostenstelle"".",""
"141","C","As a logged in B2B user I want to see shares that are distributed among different cost centers - tab ""Kostenstellen"".",""
"142","C","As a logged in B2B user I want to see shares that are distributed among different cost centers - tab ""Belege"" amount.",""
"143","C","As a logged in B2B user I want to see shares that are distributed among different cost centers - ""Belege"" tab ""Beleg"".",""
"144","C","As a logged in B2B user, I only want to have reader lists for print journals and sequels - Import from euro-Sales.",""
"145","C","As a logged in B2B user, I only want to have reader lists for print journals and sequels - Removing of existing reader lists for online parts.",""
"147","C","As a B2B user in net mode I want to see net values for different product forms.",""
